participant,response,condition,f0,pc1,pc2
1,6,congruent,454.593999418035,-20,0
1,6,congruent,454.593999418035,-15,0
1,6,congruent,454.593999418035,-10,0
1,1,congruent,185.305916853689,-5,0
1,4,congruent,330.177607577543,0,0
1,1,congruent,270.303209272735,5,0
1,2,congruent,174.614115716502,10,0
1,2,congruent,225.898373346687,15,0
1,3,congruent,225.898373346687,20,0
1,1,congruent,95.2487323366731,0,-15
1,1,congruent,95.2487323366731,0,-10
1,2,congruent,134.702049069368,0,-5
1,4,congruent,330.177607577543,0,0
1,5,congruent,380.994929346692,0,5
1,5,congruent,440.734229549018,0,10
1,5,congruent,403.650066780848,0,15
1,6,incongruent,261.625565300599,-20,0
1,2,incongruent,261.625565300599,-15,0
1,2,incongruent,261.625565300599,-10,0
1,6,incongruent,659.255113825741,-5,0
1,4,incongruent,369.994422711635,0,0
1,4,incongruent,440.000000000001,5,0
1,5,incongruent,698.456462866009,10,0
1,4,incongruent,554.365261953745,15,0
1,5,incongruent,554.365261953745,20,0
1,6,incongruent,1244.50793488833,0,-15
1,6,incongruent,1244.50793488833,0,-10
1,6,incongruent,880.000000000001,0,-5
1,3,incongruent,369.994422711635,0,0
1,5,incongruent,311.126983722081,0,5
1,3,incongruent,277.182630976873,0,10
1,4,incongruent,293.664767917408,0,15
1,3,fixed,293.664767917408,-20,0
1,3,fixed,293.664767917408,-15,0
1,4,fixed,293.664767917408,-10,0
1,3,fixed,293.664767917408,-5,0
1,4,fixed,293.664767917408,0,0
1,3,fixed,293.664767917408,5,0
1,3,fixed,293.664767917408,10,0
1,4,fixed,293.664767917408,15,0
1,3,fixed,293.664767917408,20,0
1,3,fixed,293.664767917408,0,-15
1,3,fixed,293.664767917408,0,-10
1,4,fixed,293.664767917408,0,-5
1,3,fixed,293.664767917408,0,0
1,4,fixed,293.664767917408,0,5
1,4,fixed,293.664767917408,0,10
1,5,fixed,293.664767917408,0,15
2,4.75,congruent,454.593999418035,-20,0
2,4.75,congruent,454.593999418035,-15,0
2,4.75,congruent,454.593999418035,-10,0
2,4.75,congruent,185.305916853689,-5,0
2,2.25,congruent,330.177607577543,0,0
2,2.25,congruent,270.303209272735,5,0
2,1,congruent,174.614115716502,10,0
2,2.25,congruent,225.898373346687,15,0
2,1,congruent,225.898373346687,20,0
2,4.75,congruent,95.2487323366731,0,-15
2,4.75,congruent,95.2487323366731,0,-10
2,3.5,congruent,134.702049069368,0,-5
2,3.5,congruent,330.177607577543,0,0
2,4.75,congruent,380.994929346692,0,5
2,3.5,congruent,440.734229549018,0,10
2,4.75,congruent,403.650066780848,0,15
2,4.75,incongruent,261.625565300599,-20,0
2,4.75,incongruent,261.625565300599,-15,0
2,4.75,incongruent,261.625565300599,-10,0
2,3.5,incongruent,659.255113825741,-5,0
2,2.25,incongruent,369.994422711635,0,0
2,3.5,incongruent,440.000000000001,5,0
2,2.25,incongruent,698.456462866009,10,0
2,2.25,incongruent,554.365261953745,15,0
2,2.25,incongruent,554.365261953745,20,0
2,3.5,incongruent,1244.50793488833,0,-15
2,3.5,incongruent,1244.50793488833,0,-10
2,4.75,incongruent,880.000000000001,0,-5
2,2.25,incongruent,369.994422711635,0,0
2,3.5,incongruent,311.126983722081,0,5
2,4.75,incongruent,277.182630976873,0,10
2,3.5,incongruent,293.664767917408,0,15
2,6,fixed,293.664767917408,-20,0
2,4.75,fixed,293.664767917408,-15,0
2,4.75,fixed,293.664767917408,-10,0
2,2.25,fixed,293.664767917408,-5,0
2,2.25,fixed,293.664767917408,0,0
2,1,fixed,293.664767917408,5,0
2,1,fixed,293.664767917408,10,0
2,1,fixed,293.664767917408,15,0
2,2.25,fixed,293.664767917408,20,0
2,3.5,fixed,293.664767917408,0,-15
2,3.5,fixed,293.664767917408,0,-10
2,3.5,fixed,293.664767917408,0,-5
2,2.25,fixed,293.664767917408,0,0
2,3.5,fixed,293.664767917408,0,5
2,3.5,fixed,293.664767917408,0,10
2,4.75,fixed,293.664767917408,0,15
3,4.75,congruent,454.593999418035,-20,0
3,4.75,congruent,454.593999418035,-15,0
3,3.5,congruent,454.593999418035,-10,0
3,2.25,congruent,185.305916853689,-5,0
3,3.5,congruent,330.177607577543,0,0
3,3.5,congruent,270.303209272735,5,0
3,2.25,congruent,174.614115716502,10,0
3,2.25,congruent,225.898373346687,15,0
3,2.25,congruent,225.898373346687,20,0
3,1,congruent,95.2487323366731,0,-15
3,1,congruent,95.2487323366731,0,-10
3,1,congruent,134.702049069368,0,-5
3,3.5,congruent,330.177607577543,0,0
3,3.5,congruent,380.994929346692,0,5
3,4.75,congruent,440.734229549018,0,10
3,6,congruent,403.650066780848,0,15
3,4.75,incongruent,261.625565300599,-20,0
3,4.75,incongruent,261.625565300599,-15,0
3,4.75,incongruent,261.625565300599,-10,0
3,4.75,incongruent,659.255113825741,-5,0
3,3.5,incongruent,369.994422711635,0,0
3,3.5,incongruent,440.000000000001,5,0
3,4.75,incongruent,698.456462866009,10,0
3,4.75,incongruent,554.365261953745,15,0
3,4.75,incongruent,554.365261953745,20,0
3,6,incongruent,1244.50793488833,0,-15
3,6,incongruent,1244.50793488833,0,-10
3,6,incongruent,880.000000000001,0,-5
3,2.25,incongruent,369.994422711635,0,0
3,3.5,incongruent,311.126983722081,0,5
3,2.25,incongruent,277.182630976873,0,10
3,3.5,incongruent,293.664767917408,0,15
3,4.75,fixed,293.664767917408,-20,0
3,4.75,fixed,293.664767917408,-15,0
3,4.75,fixed,293.664767917408,-10,0
3,4.75,fixed,293.664767917408,-5,0
3,3.5,fixed,293.664767917408,0,0
3,2.25,fixed,293.664767917408,5,0
3,2.25,fixed,293.664767917408,10,0
3,2.25,fixed,293.664767917408,15,0
3,2.25,fixed,293.664767917408,20,0
3,3.5,fixed,293.664767917408,0,-15
3,2.25,fixed,293.664767917408,0,-10
3,3.5,fixed,293.664767917408,0,-5
3,3.5,fixed,293.664767917408,0,0
3,3.5,fixed,293.664767917408,0,5
3,2.25,fixed,293.664767917408,0,10
3,4.75,fixed,293.664767917408,0,15
4,5,congruent,454.593999418035,-20,0
4,5,congruent,454.593999418035,-15,0
4,5,congruent,454.593999418035,-10,0
4,3,congruent,185.305916853689,-5,0
4,4,congruent,330.177607577543,0,0
4,4,congruent,270.303209272735,5,0
4,1,congruent,174.614115716502,10,0
4,1,congruent,225.898373346687,15,0
4,2,congruent,225.898373346687,20,0
4,1,congruent,95.2487323366731,0,-15
4,2,congruent,95.2487323366731,0,-10
4,2,congruent,134.702049069368,0,-5
4,4,congruent,330.177607577543,0,0
4,4,congruent,380.994929346692,0,5
4,5,congruent,440.734229549018,0,10
4,5,congruent,403.650066780848,0,15
4,2,incongruent,261.625565300599,-20,0
4,4,incongruent,261.625565300599,-15,0
4,4,incongruent,261.625565300599,-10,0
4,4,incongruent,659.255113825741,-5,0
4,4,incongruent,369.994422711635,0,0
4,4,incongruent,440.000000000001,5,0
4,5,incongruent,698.456462866009,10,0
4,6,incongruent,554.365261953745,15,0
4,3,incongruent,554.365261953745,20,0
4,6,incongruent,1244.50793488833,0,-15
4,6,incongruent,1244.50793488833,0,-10
4,6,incongruent,880.000000000001,0,-5
4,3,incongruent,369.994422711635,0,0
4,3,incongruent,311.126983722081,0,5
4,3,incongruent,277.182630976873,0,10
4,2,incongruent,293.664767917408,0,15
4,2,fixed,293.664767917408,-20,0
4,3,fixed,293.664767917408,-15,0
4,5,fixed,293.664767917408,-10,0
4,3,fixed,293.664767917408,-5,0
4,3,fixed,293.664767917408,0,0
4,2,fixed,293.664767917408,5,0
4,2,fixed,293.664767917408,10,0
4,4,fixed,293.664767917408,15,0
4,4,fixed,293.664767917408,20,0
4,3,fixed,293.664767917408,0,-15
4,4,fixed,293.664767917408,0,-10
4,3,fixed,293.664767917408,0,-5
4,2,fixed,293.664767917408,0,0
4,4,fixed,293.664767917408,0,5
4,3,fixed,293.664767917408,0,10
4,5,fixed,293.664767917408,0,15
5,4,congruent,454.593999418035,-20,0
5,5,congruent,454.593999418035,-15,0
5,4,congruent,454.593999418035,-10,0
5,2,congruent,185.305916853689,-5,0
5,3,congruent,330.177607577543,0,0
5,2,congruent,270.303209272735,5,0
5,2,congruent,174.614115716502,10,0
5,3,congruent,225.898373346687,15,0
5,2,congruent,225.898373346687,20,0
5,1,congruent,95.2487323366731,0,-15
5,2,congruent,95.2487323366731,0,-10
5,1,congruent,134.702049069368,0,-5
5,3,congruent,330.177607577543,0,0
5,2,congruent,380.994929346692,0,5
5,3,congruent,440.734229549018,0,10
5,4,congruent,403.650066780848,0,15
5,1,incongruent,261.625565300599,-20,0
5,3,incongruent,261.625565300599,-15,0
5,2,incongruent,261.625565300599,-10,0
5,4,incongruent,659.255113825741,-5,0
5,3,incongruent,369.994422711635,0,0
5,3,incongruent,440.000000000001,5,0
5,3,incongruent,698.456462866009,10,0
5,4,incongruent,554.365261953745,15,0
5,3,incongruent,554.365261953745,20,0
5,6,incongruent,1244.50793488833,0,-15
5,5,incongruent,1244.50793488833,0,-10
5,5,incongruent,880.000000000001,0,-5
5,2,incongruent,369.994422711635,0,0
5,3,incongruent,311.126983722081,0,5
5,1,incongruent,277.182630976873,0,10
5,2,incongruent,293.664767917408,0,15
5,1,fixed,293.664767917408,-20,0
5,1,fixed,293.664767917408,-15,0
5,1,fixed,293.664767917408,-10,0
5,1,fixed,293.664767917408,-5,0
5,1,fixed,293.664767917408,0,0
5,1,fixed,293.664767917408,5,0
5,2,fixed,293.664767917408,10,0
5,2,fixed,293.664767917408,15,0
5,2,fixed,293.664767917408,20,0
5,1,fixed,293.664767917408,0,-15
5,1,fixed,293.664767917408,0,-10
5,1,fixed,293.664767917408,0,-5
5,1,fixed,293.664767917408,0,0
5,2,fixed,293.664767917408,0,5
5,1,fixed,293.664767917408,0,10
5,2,fixed,293.664767917408,0,15
6,5,congruent,454.593999418035,-20,0
6,5,congruent,454.593999418035,-15,0
6,5,congruent,454.593999418035,-10,0
6,5,congruent,185.305916853689,-5,0
6,3,congruent,330.177607577543,0,0
6,2,congruent,270.303209272735,5,0
6,2,congruent,174.614115716502,10,0
6,1,congruent,225.898373346687,15,0
6,1,congruent,225.898373346687,20,0
6,6,congruent,95.2487323366731,0,-15
6,6,congruent,95.2487323366731,0,-10
6,5,congruent,134.702049069368,0,-5
6,2,congruent,330.177607577543,0,0
6,4,congruent,380.994929346692,0,5
6,6,congruent,440.734229549018,0,10
6,6,congruent,403.650066780848,0,15
6,3,incongruent,261.625565300599,-20,0
6,5,incongruent,261.625565300599,-15,0
6,5,incongruent,261.625565300599,-10,0
6,4,incongruent,659.255113825741,-5,0
6,3,incongruent,369.994422711635,0,0
6,1,incongruent,440.000000000001,5,0
6,2,incongruent,698.456462866009,10,0
6,1,incongruent,554.365261953745,15,0
6,2,incongruent,554.365261953745,20,0
6,3,incongruent,1244.50793488833,0,-15
6,1,incongruent,1244.50793488833,0,-10
6,3,incongruent,880.000000000001,0,-5
6,3,incongruent,369.994422711635,0,0
6,4,incongruent,311.126983722081,0,5
6,3,incongruent,277.182630976873,0,10
6,5,incongruent,293.664767917408,0,15
6,5,fixed,293.664767917408,-20,0
6,5,fixed,293.664767917408,-15,0
6,5,fixed,293.664767917408,-10,0
6,4,fixed,293.664767917408,-5,0
6,2,fixed,293.664767917408,0,0
6,2,fixed,293.664767917408,5,0
6,2,fixed,293.664767917408,10,0
6,2,fixed,293.664767917408,15,0
6,1,fixed,293.664767917408,20,0
6,3,fixed,293.664767917408,0,-15
6,3,fixed,293.664767917408,0,-10
6,5,fixed,293.664767917408,0,-5
6,4,fixed,293.664767917408,0,0
6,3,fixed,293.664767917408,0,5
6,4,fixed,293.664767917408,0,10
6,4,fixed,293.664767917408,0,15
7,4,congruent,454.593999418035,-20,0
7,5,congruent,454.593999418035,-15,0
7,3,congruent,454.593999418035,-10,0
7,1,congruent,185.305916853689,-5,0
7,2,congruent,330.177607577543,0,0
7,3,congruent,270.303209272735,5,0
7,1,congruent,174.614115716502,10,0
7,2,congruent,225.898373346687,15,0
7,2,congruent,225.898373346687,20,0
7,2,congruent,95.2487323366731,0,-15
7,1,congruent,95.2487323366731,0,-10
7,1,congruent,134.702049069368,0,-5
7,2,congruent,330.177607577543,0,0
7,4,congruent,380.994929346692,0,5
7,5,congruent,440.734229549018,0,10
7,4,congruent,403.650066780848,0,15
7,4,incongruent,261.625565300599,-20,0
7,5,incongruent,261.625565300599,-15,0
7,5,incongruent,261.625565300599,-10,0
7,6,incongruent,659.255113825741,-5,0
7,4,incongruent,369.994422711635,0,0
7,5,incongruent,440.000000000001,5,0
7,6,incongruent,698.456462866009,10,0
7,6,incongruent,554.365261953745,15,0
7,6,incongruent,554.365261953745,20,0
7,6,incongruent,1244.50793488833,0,-15
7,6,incongruent,1244.50793488833,0,-10
7,6,incongruent,880.000000000001,0,-5
7,4,incongruent,369.994422711635,0,0
7,2,incongruent,311.126983722081,0,5
7,3,incongruent,277.182630976873,0,10
7,2,incongruent,293.664767917408,0,15
7,5,fixed,293.664767917408,-20,0
7,4,fixed,293.664767917408,-15,0
7,4,fixed,293.664767917408,-10,0
7,4,fixed,293.664767917408,-5,0
7,3,fixed,293.664767917408,0,0
7,2,fixed,293.664767917408,5,0
7,2,fixed,293.664767917408,10,0
7,2,fixed,293.664767917408,15,0
7,2,fixed,293.664767917408,20,0
7,3,fixed,293.664767917408,0,-15
7,2,fixed,293.664767917408,0,-10
7,3,fixed,293.664767917408,0,-5
7,3,fixed,293.664767917408,0,0
7,2,fixed,293.664767917408,0,5
7,4,fixed,293.664767917408,0,10
7,4,fixed,293.664767917408,0,15
8,4,congruent,454.593999418035,-20,0
8,5,congruent,454.593999418035,-15,0
8,3,congruent,454.593999418035,-10,0
8,2,congruent,185.305916853689,-5,0
8,5,congruent,330.177607577543,0,0
8,1,congruent,270.303209272735,5,0
8,2,congruent,174.614115716502,10,0
8,2,congruent,225.898373346687,15,0
8,4,congruent,225.898373346687,20,0
8,1,congruent,95.2487323366731,0,-15
8,1,congruent,95.2487323366731,0,-10
8,2,congruent,134.702049069368,0,-5
8,4,congruent,330.177607577543,0,0
8,5,congruent,380.994929346692,0,5
8,5,congruent,440.734229549018,0,10
8,5,congruent,403.650066780848,0,15
8,5,incongruent,261.625565300599,-20,0
8,3,incongruent,261.625565300599,-15,0
8,4,incongruent,261.625565300599,-10,0
8,6,incongruent,659.255113825741,-5,0
8,5,incongruent,369.994422711635,0,0
8,3,incongruent,440.000000000001,5,0
8,4,incongruent,698.456462866009,10,0
8,5,incongruent,554.365261953745,15,0
8,4,incongruent,554.365261953745,20,0
8,5,incongruent,1244.50793488833,0,-15
8,6,incongruent,1244.50793488833,0,-10
8,5,incongruent,880.000000000001,0,-5
8,4,incongruent,369.994422711635,0,0
8,4,incongruent,311.126983722081,0,5
8,3,incongruent,277.182630976873,0,10
8,3,incongruent,293.664767917408,0,15
8,3,fixed,293.664767917408,-20,0
8,5,fixed,293.664767917408,-15,0
8,4,fixed,293.664767917408,-10,0
8,2,fixed,293.664767917408,-5,0
8,3,fixed,293.664767917408,0,0
8,3,fixed,293.664767917408,5,0
8,4,fixed,293.664767917408,10,0
8,4,fixed,293.664767917408,15,0
8,2,fixed,293.664767917408,20,0
8,3,fixed,293.664767917408,0,-15
8,3,fixed,293.664767917408,0,-10
8,3,fixed,293.664767917408,0,-5
8,3,fixed,293.664767917408,0,0
8,4,fixed,293.664767917408,0,5
8,3,fixed,293.664767917408,0,10
8,4,fixed,293.664767917408,0,15
9,4,congruent,454.593999418035,-20,0
9,5,congruent,454.593999418035,-15,0
9,5,congruent,454.593999418035,-10,0
9,3,congruent,185.305916853689,-5,0
9,5,congruent,330.177607577543,0,0
9,3,congruent,270.303209272735,5,0
9,2,congruent,174.614115716502,10,0
9,3,congruent,225.898373346687,15,0
9,2,congruent,225.898373346687,20,0
9,1,congruent,95.2487323366731,0,-15
9,1,congruent,95.2487323366731,0,-10
9,1,congruent,134.702049069368,0,-5
9,4,congruent,330.177607577543,0,0
9,4,congruent,380.994929346692,0,5
9,6,congruent,440.734229549018,0,10
9,5,congruent,403.650066780848,0,15
9,2,incongruent,261.625565300599,-20,0
9,4,incongruent,261.625565300599,-15,0
9,2,incongruent,261.625565300599,-10,0
9,5,incongruent,659.255113825741,-5,0
9,4,incongruent,369.994422711635,0,0
9,5,incongruent,440.000000000001,5,0
9,6,incongruent,698.456462866009,10,0
9,4,incongruent,554.365261953745,15,0
9,6,incongruent,554.365261953745,20,0
9,6,incongruent,1244.50793488833,0,-15
9,6,incongruent,1244.50793488833,0,-10
9,6,incongruent,880.000000000001,0,-5
9,4,incongruent,369.994422711635,0,0
9,4,incongruent,311.126983722081,0,5
9,4,incongruent,277.182630976873,0,10
9,3,incongruent,293.664767917408,0,15
9,4,fixed,293.664767917408,-20,0
9,4,fixed,293.664767917408,-15,0
9,4,fixed,293.664767917408,-10,0
9,3,fixed,293.664767917408,-5,0
9,4,fixed,293.664767917408,0,0
9,2,fixed,293.664767917408,5,0
9,3,fixed,293.664767917408,10,0
9,4,fixed,293.664767917408,15,0
9,3,fixed,293.664767917408,20,0
9,2,fixed,293.664767917408,0,-15
9,2,fixed,293.664767917408,0,-10
9,3,fixed,293.664767917408,0,-5
9,2,fixed,293.664767917408,0,0
9,3,fixed,293.664767917408,0,5
9,3,fixed,293.664767917408,0,10
9,4,fixed,293.664767917408,0,15
10,5,congruent,454.593999418035,-20,0
10,5,congruent,454.593999418035,-15,0
10,5,congruent,454.593999418035,-10,0
10,3,congruent,185.305916853689,-5,0
10,4,congruent,330.177607577543,0,0
10,2,congruent,270.303209272735,5,0
10,1,congruent,174.614115716502,10,0
10,1,congruent,225.898373346687,15,0
10,2,congruent,225.898373346687,20,0
10,3,congruent,95.2487323366731,0,-15
10,3,congruent,95.2487323366731,0,-10
10,3,congruent,134.702049069368,0,-5
10,4,congruent,330.177607577543,0,0
10,4,congruent,380.994929346692,0,5
10,5,congruent,440.734229549018,0,10
10,5,congruent,403.650066780848,0,15
10,4,incongruent,261.625565300599,-20,0
10,4,incongruent,261.625565300599,-15,0
10,4,incongruent,261.625565300599,-10,0
10,5,incongruent,659.255113825741,-5,0
10,4,incongruent,369.994422711635,0,0
10,4,incongruent,440.000000000001,5,0
10,4,incongruent,698.456462866009,10,0
10,4,incongruent,554.365261953745,15,0
10,4,incongruent,554.365261953745,20,0
10,6,incongruent,1244.50793488833,0,-15
10,6,incongruent,1244.50793488833,0,-10
10,5,incongruent,880.000000000001,0,-5
10,2,incongruent,369.994422711635,0,0
10,3,incongruent,311.126983722081,0,5
10,3,incongruent,277.182630976873,0,10
10,4,incongruent,293.664767917408,0,15
10,4,fixed,293.664767917408,-20,0
10,4,fixed,293.664767917408,-15,0
10,5,fixed,293.664767917408,-10,0
10,3,fixed,293.664767917408,-5,0
10,3,fixed,293.664767917408,0,0
10,2,fixed,293.664767917408,5,0
10,2,fixed,293.664767917408,10,0
10,2,fixed,293.664767917408,15,0
10,2,fixed,293.664767917408,20,0
10,4,fixed,293.664767917408,0,-15
10,4,fixed,293.664767917408,0,-10
10,3,fixed,293.664767917408,0,-5
10,2,fixed,293.664767917408,0,0
10,3,fixed,293.664767917408,0,5
10,3,fixed,293.664767917408,0,10
10,4,fixed,293.664767917408,0,15
11,4,congruent,454.593999418035,-20,0
11,4,congruent,454.593999418035,-15,0
11,3,congruent,454.593999418035,-10,0
11,3,congruent,185.305916853689,-5,0
11,4,congruent,330.177607577543,0,0
11,3,congruent,270.303209272735,5,0
11,3,congruent,174.614115716502,10,0
11,1,congruent,225.898373346687,15,0
11,1,congruent,225.898373346687,20,0
11,2,congruent,95.2487323366731,0,-15
11,3,congruent,95.2487323366731,0,-10
11,3,congruent,134.702049069368,0,-5
11,4,congruent,330.177607577543,0,0
11,3,congruent,380.994929346692,0,5
11,6,congruent,440.734229549018,0,10
11,5,congruent,403.650066780848,0,15
11,4,incongruent,261.625565300599,-20,0
11,3,incongruent,261.625565300599,-15,0
11,3,incongruent,261.625565300599,-10,0
11,5,incongruent,659.255113825741,-5,0
11,5,incongruent,369.994422711635,0,0
11,2,incongruent,440.000000000001,5,0
11,6,incongruent,698.456462866009,10,0
11,5,incongruent,554.365261953745,15,0
11,5,incongruent,554.365261953745,20,0
11,6,incongruent,1244.50793488833,0,-15
11,6,incongruent,1244.50793488833,0,-10
11,6,incongruent,880.000000000001,0,-5
11,5,incongruent,369.994422711635,0,0
11,4,incongruent,311.126983722081,0,5
11,4,incongruent,277.182630976873,0,10
11,4,incongruent,293.664767917408,0,15
11,4,fixed,293.664767917408,-20,0
11,3,fixed,293.664767917408,-15,0
11,4,fixed,293.664767917408,-10,0
11,4,fixed,293.664767917408,-5,0
11,1,fixed,293.664767917408,0,0
11,3,fixed,293.664767917408,5,0
11,2,fixed,293.664767917408,10,0
11,2,fixed,293.664767917408,15,0
11,2,fixed,293.664767917408,20,0
11,2,fixed,293.664767917408,0,-15
11,2,fixed,293.664767917408,0,-10
11,3,fixed,293.664767917408,0,-5
11,3,fixed,293.664767917408,0,0
11,3,fixed,293.664767917408,0,5
11,3,fixed,293.664767917408,0,10
11,5,fixed,293.664767917408,0,15
12,6,congruent,454.593999418035,-20,0
12,5,congruent,454.593999418035,-15,0
12,4,congruent,454.593999418035,-10,0
12,4,congruent,185.305916853689,-5,0
12,4,congruent,330.177607577543,0,0
12,2,congruent,270.303209272735,5,0
12,2,congruent,174.614115716502,10,0
12,2,congruent,225.898373346687,15,0
12,1,congruent,225.898373346687,20,0
12,5,congruent,95.2487323366731,0,-15
12,5,congruent,95.2487323366731,0,-10
12,3,congruent,134.702049069368,0,-5
12,4,congruent,330.177607577543,0,0
12,4,congruent,380.994929346692,0,5
12,5,congruent,440.734229549018,0,10
12,6,congruent,403.650066780848,0,15
12,6,incongruent,261.625565300599,-20,0
12,6,incongruent,261.625565300599,-15,0
12,5,incongruent,261.625565300599,-10,0
12,4,incongruent,659.255113825741,-5,0
12,4,incongruent,369.994422711635,0,0
12,3,incongruent,440.000000000001,5,0
12,4,incongruent,698.456462866009,10,0
12,4,incongruent,554.365261953745,15,0
12,4,incongruent,554.365261953745,20,0
12,2,incongruent,1244.50793488833,0,-15
12,4,incongruent,1244.50793488833,0,-10
12,3,incongruent,880.000000000001,0,-5
12,4,incongruent,369.994422711635,0,0
12,3,incongruent,311.126983722081,0,5
12,5,incongruent,277.182630976873,0,10
12,5,incongruent,293.664767917408,0,15
12,6,fixed,293.664767917408,-20,0
12,6,fixed,293.664767917408,-15,0
12,5,fixed,293.664767917408,-10,0
12,5,fixed,293.664767917408,-5,0
12,3,fixed,293.664767917408,0,0
12,2,fixed,293.664767917408,5,0
12,1,fixed,293.664767917408,10,0
12,1,fixed,293.664767917408,15,0
12,2,fixed,293.664767917408,20,0
12,4,fixed,293.664767917408,0,-15
12,3,fixed,293.664767917408,0,-10
12,3,fixed,293.664767917408,0,-5
12,2,fixed,293.664767917408,0,0
12,3,fixed,293.664767917408,0,5
12,4,fixed,293.664767917408,0,10
12,4,fixed,293.664767917408,0,15
13,6,congruent,454.593999418035,-20,0
13,6,congruent,454.593999418035,-15,0
13,6,congruent,454.593999418035,-10,0
13,4,congruent,185.305916853689,-5,0
13,4,congruent,330.177607577543,0,0
13,5,congruent,270.303209272735,5,0
13,2,congruent,174.614115716502,10,0
13,1,congruent,225.898373346687,15,0
13,2,congruent,225.898373346687,20,0
13,3,congruent,95.2487323366731,0,-15
13,2,congruent,95.2487323366731,0,-10
13,2,congruent,134.702049069368,0,-5
13,4,congruent,330.177607577543,0,0
13,4,congruent,380.994929346692,0,5
13,5,congruent,440.734229549018,0,10
13,5,congruent,403.650066780848,0,15
13,6,incongruent,261.625565300599,-20,0
13,6,incongruent,261.625565300599,-15,0
13,4,incongruent,261.625565300599,-10,0
13,6,incongruent,659.255113825741,-5,0
13,4,incongruent,369.994422711635,0,0
13,5,incongruent,440.000000000001,5,0
13,6,incongruent,698.456462866009,10,0
13,4,incongruent,554.365261953745,15,0
13,4,incongruent,554.365261953745,20,0
13,6,incongruent,1244.50793488833,0,-15
13,5,incongruent,1244.50793488833,0,-10
13,6,incongruent,880.000000000001,0,-5
13,2,incongruent,369.994422711635,0,0
13,3,incongruent,311.126983722081,0,5
13,3,incongruent,277.182630976873,0,10
13,4,incongruent,293.664767917408,0,15
13,6,fixed,293.664767917408,-20,0
13,6,fixed,293.664767917408,-15,0
13,5,fixed,293.664767917408,-10,0
13,6,fixed,293.664767917408,-5,0
13,4,fixed,293.664767917408,0,0
13,2,fixed,293.664767917408,5,0
13,2,fixed,293.664767917408,10,0
13,3,fixed,293.664767917408,15,0
13,3,fixed,293.664767917408,20,0
13,4,fixed,293.664767917408,0,-15
13,4,fixed,293.664767917408,0,-10
13,4,fixed,293.664767917408,0,-5
13,3,fixed,293.664767917408,0,0
13,4,fixed,293.664767917408,0,5
13,5,fixed,293.664767917408,0,10
13,3,fixed,293.664767917408,0,15
14,4,congruent,454.593999418035,-20,0
14,6,congruent,454.593999418035,-15,0
14,3,congruent,454.593999418035,-10,0
14,2,congruent,185.305916853689,-5,0
14,6,congruent,330.177607577543,0,0
14,3,congruent,270.303209272735,5,0
14,4,congruent,174.614115716502,10,0
14,3,congruent,225.898373346687,15,0
14,4,congruent,225.898373346687,20,0
14,2,congruent,95.2487323366731,0,-15
14,1,congruent,95.2487323366731,0,-10
14,2,congruent,134.702049069368,0,-5
14,5,congruent,330.177607577543,0,0
14,6,congruent,380.994929346692,0,5
14,5,congruent,440.734229549018,0,10
14,3,congruent,403.650066780848,0,15
14,3,incongruent,261.625565300599,-20,0
14,2,incongruent,261.625565300599,-15,0
14,3,incongruent,261.625565300599,-10,0
14,5,incongruent,659.255113825741,-5,0
14,5,incongruent,369.994422711635,0,0
14,5,incongruent,440.000000000001,5,0
14,5,incongruent,698.456462866009,10,0
14,6,incongruent,554.365261953745,15,0
14,6,incongruent,554.365261953745,20,0
14,6,incongruent,1244.50793488833,0,-15
14,6,incongruent,1244.50793488833,0,-10
14,4,incongruent,880.000000000001,0,-5
14,5,incongruent,369.994422711635,0,0
14,2,incongruent,311.126983722081,0,5
14,3,incongruent,277.182630976873,0,10
14,2,incongruent,293.664767917408,0,15
14,3,fixed,293.664767917408,-20,0
14,2,fixed,293.664767917408,-15,0
14,3,fixed,293.664767917408,-10,0
14,4,fixed,293.664767917408,-5,0
14,5,fixed,293.664767917408,0,0
14,5,fixed,293.664767917408,5,0
