participant,response,condition,f0,pc1,pc2
14,4,fixed,293.664767917408,10,0
14,5,fixed,293.664767917408,15,0
14,4,fixed,293.664767917408,20,0
14,4,fixed,293.664767917408,0,-15
14,4,fixed,293.664767917408,0,-10
14,5,fixed,293.664767917408,0,-5
14,5,fixed,293.664767917408,0,0
14,5,fixed,293.664767917408,0,5
14,3,fixed,293.664767917408,0,10
14,2,fixed,293.664767917408,0,15
15,6,congruent,454.593999418035,-20,0
15,5,congruent,454.593999418035,-15,0
15,5,congruent,454.593999418035,-10,0
15,2,congruent,185.305916853689,-5,0
15,3,congruent,330.177607577543,0,0
15,3,congruent,270.303209272735,5,0
15,3,congruent,174.614115716502,10,0
15,3,congruent,225.898373346687,15,0
15,3,congruent,225.898373346687,20,0
15,2,congruent,95.2487323366731,0,-15
15,2,congruent,95.2487323366731,0,-10
15,1,congruent,134.702049069368,0,-5
15,4,congruent,330.177607577543,0,0
15,5,congruent,380.994929346692,0,5
15,5,congruent,440.734229549018,0,10
15,6,congruent,403.650066780848,0,15
15,3,incongruent,261.625565300599,-20,0
15,3,incongruent,261.625565300599,-15,0
15,4,incongruent,261.625565300599,-10,0
15,5,incongruent,659.255113825741,-5,0
15,4,incongruent,369.994422711635,0,0
15,3,incongruent,440.000000000001,5,0
15,5,incongruent,698.456462866009,10,0
15,4,incongruent,554.365261953745,15,0
15,4,incongruent,554.365261953745,20,0
15,6,incongruent,1244.50793488833,0,-15
15,6,incongruent,1244.50793488833,0,-10
15,6,incongruent,880.000000000001,0,-5
15,4,incongruent,369.994422711635,0,0
15,3,incongruent,311.126983722081,0,5
15,3,incongruent,277.182630976873,0,10
15,4,incongruent,293.664767917408,0,15
15,2,fixed,293.664767917408,-20,0
15,5,fixed,293.664767917408,-15,0
15,2,fixed,293.664767917408,-10,0
15,2,fixed,293.664767917408,-5,0
15,2,fixed,293.664767917408,0,0
15,3,fixed,293.664767917408,5,0
15,3,fixed,293.664767917408,10,0
15,3,fixed,293.664767917408,15,0
15,3,fixed,293.664767917408,20,0
15,2,fixed,293.664767917408,0,-15
15,2,fixed,293.664767917408,0,-10
15,2,fixed,293.664767917408,0,-5
15,4,fixed,293.664767917408,0,0
15,3,fixed,293.664767917408,0,5
15,3,fixed,293.664767917408,0,10
15,5,fixed,293.664767917408,0,15
16,6,congruent,454.593999418035,-20,0
16,4,congruent,454.593999418035,-15,0
16,5,congruent,454.593999418035,-10,0
16,2,congruent,185.305916853689,-5,0
16,4,congruent,330.177607577543,0,0
16,3,congruent,270.303209272735,5,0
16,1,congruent,174.614115716502,10,0
16,2,congruent,225.898373346687,15,0
16,2,congruent,225.898373346687,20,0
16,4,congruent,95.2487323366731,0,-15
16,2,congruent,95.2487323366731,0,-10
16,2,congruent,134.702049069368,0,-5
16,4,congruent,330.177607577543,0,0
16,4,congruent,380.994929346692,0,5
16,4,congruent,440.734229549018,0,10
16,5,congruent,403.650066780848,0,15
16,4,incongruent,261.625565300599,-20,0
16,4,incongruent,261.625565300599,-15,0
16,5,incongruent,261.625565300599,-10,0
16,6,incongruent,659.255113825741,-5,0
16,4,incongruent,369.994422711635,0,0
16,3,incongruent,440.000000000001,5,0
16,5,incongruent,698.456462866009,10,0
16,3,incongruent,554.365261953745,15,0
16,5,incongruent,554.365261953745,20,0
16,5,incongruent,1244.50793488833,0,-15
16,5,incongruent,1244.50793488833,0,-10
16,6,incongruent,880.000000000001,0,-5
16,5,incongruent,369.994422711635,0,0
16,3,incongruent,311.126983722081,0,5
16,3,incongruent,277.182630976873,0,10
16,4,incongruent,293.664767917408,0,15
16,5,fixed,293.664767917408,-20,0
16,6,fixed,293.664767917408,-15,0
16,6,fixed,293.664767917408,-10,0
16,4,fixed,293.664767917408,-5,0
16,4,fixed,293.664767917408,0,0
16,2,fixed,293.664767917408,5,0
16,2,fixed,293.664767917408,10,0
16,3,fixed,293.664767917408,15,0
16,3,fixed,293.664767917408,20,0
16,4,fixed,293.664767917408,0,-15
16,4,fixed,293.664767917408,0,-10
16,4,fixed,293.664767917408,0,-5
16,5,fixed,293.664767917408,0,0
16,3,fixed,293.664767917408,0,5
16,3,fixed,293.664767917408,0,10
16,3,fixed,293.664767917408,0,15
17,6,congruent,454.593999418035,-20,0
17,5,congruent,454.593999418035,-15,0
17,5,congruent,454.593999418035,-10,0
17,5,congruent,185.305916853689,-5,0
17,2,congruent,330.177607577543,0,0
17,2,congruent,270.303209272735,5,0
17,1,congruent,174.614115716502,10,0
17,1,congruent,225.898373346687,15,0
17,1,congruent,225.898373346687,20,0
17,6,congruent,95.2487323366731,0,-15
17,6,congruent,95.2487323366731,0,-10
17,5,congruent,134.702049069368,0,-5
17,2,congruent,330.177607577543,0,0
17,5,congruent,380.994929346692,0,5
17,5,congruent,440.734229549018,0,10
17,5,congruent,403.650066780848,0,15
17,6,incongruent,261.625565300599,-20,0
17,5,incongruent,261.625565300599,-15,0
17,5,incongruent,261.625565300599,-10,0
17,5,incongruent,659.255113825741,-5,0
17,5,incongruent,369.994422711635,0,0
17,2,incongruent,440.000000000001,5,0
17,3,incongruent,698.456462866009,10,0
17,3,incongruent,554.365261953745,15,0
17,3,incongruent,554.365261953745,20,0
17,3,incongruent,1244.50793488833,0,-15
17,4,incongruent,1244.50793488833,0,-10
17,5,incongruent,880.000000000001,0,-5
17,3,incongruent,369.994422711635,0,0
17,3,incongruent,311.126983722081,0,5
17,2,incongruent,277.182630976873,0,10
17,3,incongruent,293.664767917408,0,15
17,6,fixed,293.664767917408,-20,0
17,6,fixed,293.664767917408,-15,0
17,6,fixed,293.664767917408,-10,0
17,5,fixed,293.664767917408,-5,0
17,1,fixed,293.664767917408,0,0
17,1,fixed,293.664767917408,5,0
17,1,fixed,293.664767917408,10,0
17,2,fixed,293.664767917408,15,0
17,1,fixed,293.664767917408,20,0
17,5,fixed,293.664767917408,0,-15
17,4,fixed,293.664767917408,0,-10
17,2,fixed,293.664767917408,0,-5
17,2,fixed,293.664767917408,0,0
17,2,fixed,293.664767917408,0,5
17,3,fixed,293.664767917408,0,10
17,3,fixed,293.664767917408,0,15
18,1,congruent,454.593999418035,-20,0
18,2,congruent,454.593999418035,-15,0
18,3,congruent,454.593999418035,-10,0
18,5,congruent,185.305916853689,-5,0
18,5,congruent,330.177607577543,0,0
18,4,congruent,270.303209272735,5,0
18,3,congruent,174.614115716502,10,0
18,3,congruent,225.898373346687,15,0
18,3,congruent,225.898373346687,20,0
18,6,congruent,95.2487323366731,0,-15
18,6,congruent,95.2487323366731,0,-10
18,6,congruent,134.702049069368,0,-5
18,5,congruent,330.177607577543,0,0
18,2,congruent,380.994929346692,0,5
18,4,congruent,440.734229549018,0,10
18,2,congruent,403.650066780848,0,15
18,1,incongruent,261.625565300599,-20,0
18,2,incongruent,261.625565300599,-15,0
18,2,incongruent,261.625565300599,-10,0
18,6,incongruent,659.255113825741,-5,0
18,5,incongruent,369.994422711635,0,0
18,5,incongruent,440.000000000001,5,0
18,4,incongruent,698.456462866009,10,0
18,3,incongruent,554.365261953745,15,0
18,3,incongruent,554.365261953745,20,0
18,2,incongruent,1244.50793488833,0,-15
18,4,incongruent,1244.50793488833,0,-10
18,4,incongruent,880.000000000001,0,-5
18,5,incongruent,369.994422711635,0,0
18,5,incongruent,311.126983722081,0,5
18,4,incongruent,277.182630976873,0,10
18,3,incongruent,293.664767917408,0,15
18,2,fixed,293.664767917408,-20,0
18,2,fixed,293.664767917408,-15,0
18,5,fixed,293.664767917408,-10,0
18,2,fixed,293.664767917408,-5,0
18,4,fixed,293.664767917408,0,0
18,4,fixed,293.664767917408,5,0
18,3,fixed,293.664767917408,10,0
18,3,fixed,293.664767917408,15,0
18,3,fixed,293.664767917408,20,0
18,4,fixed,293.664767917408,0,-15
18,3,fixed,293.664767917408,0,-10
18,3,fixed,293.664767917408,0,-5
18,6,fixed,293.664767917408,0,0
18,5,fixed,293.664767917408,0,5
18,3,fixed,293.664767917408,0,10
18,3,fixed,293.664767917408,0,15
19,5,congruent,454.593999418035,-20,0
19,5,congruent,454.593999418035,-15,0
19,4,congruent,454.593999418035,-10,0
19,3,congruent,185.305916853689,-5,0
19,4,congruent,330.177607577543,0,0
19,2,congruent,270.303209272735,5,0
19,2,congruent,174.614115716502,10,0
19,2,congruent,225.898373346687,15,0
19,3,congruent,225.898373346687,20,0
19,2,congruent,95.2487323366731,0,-15
19,1,congruent,95.2487323366731,0,-10
19,3,congruent,134.702049069368,0,-5
19,4,congruent,330.177607577543,0,0
19,4,congruent,380.994929346692,0,5
19,5,congruent,440.734229549018,0,10
19,5,congruent,403.650066780848,0,15
19,3,incongruent,261.625565300599,-20,0
19,3,incongruent,261.625565300599,-15,0
19,3,incongruent,261.625565300599,-10,0
19,5,incongruent,659.255113825741,-5,0
19,3,incongruent,369.994422711635,0,0
19,4,incongruent,440.000000000001,5,0
19,5,incongruent,698.456462866009,10,0
19,4,incongruent,554.365261953745,15,0
19,5,incongruent,554.365261953745,20,0
19,6,incongruent,1244.50793488833,0,-15
19,6,incongruent,1244.50793488833,0,-10
19,5,incongruent,880.000000000001,0,-5
19,4,incongruent,369.994422711635,0,0
19,4,incongruent,311.126983722081,0,5
19,4,incongruent,277.182630976873,0,10
19,3,incongruent,293.664767917408,0,15
19,5,fixed,293.664767917408,-20,0
19,4,fixed,293.664767917408,-15,0
19,4,fixed,293.664767917408,-10,0
19,4,fixed,293.664767917408,-5,0
19,3,fixed,293.664767917408,0,0
19,3,fixed,293.664767917408,5,0
19,3,fixed,293.664767917408,10,0
19,3,fixed,293.664767917408,15,0
19,3,fixed,293.664767917408,20,0
19,3,fixed,293.664767917408,0,-15
19,3,fixed,293.664767917408,0,-10
19,3,fixed,293.664767917408,0,-5
19,3,fixed,293.664767917408,0,0
19,4,fixed,293.664767917408,0,5
19,4,fixed,293.664767917408,0,10
19,4,fixed,293.664767917408,0,15
20,4,congruent,454.593999418035,-20,0
20,4,congruent,454.593999418035,-15,0
20,4,congruent,454.593999418035,-10,0
20,2,congruent,185.305916853689,-5,0
20,3,congruent,330.177607577543,0,0
20,2,congruent,270.303209272735,5,0
20,2,congruent,174.614115716502,10,0
20,3,congruent,225.898373346687,15,0
20,3,congruent,225.898373346687,20,0
20,1,congruent,95.2487323366731,0,-15
20,1,congruent,95.2487323366731,0,-10
20,2,congruent,134.702049069368,0,-5
20,3,congruent,330.177607577543,0,0
20,4,congruent,380.994929346692,0,5
20,5,congruent,440.734229549018,0,10
20,5,congruent,403.650066780848,0,15
20,4,incongruent,261.625565300599,-20,0
20,4,incongruent,261.625565300599,-15,0
20,3,incongruent,261.625565300599,-10,0
20,5,incongruent,659.255113825741,-5,0
20,3,incongruent,369.994422711635,0,0
20,4,incongruent,440.000000000001,5,0
20,5,incongruent,698.456462866009,10,0
20,5,incongruent,554.365261953745,15,0
20,5,incongruent,554.365261953745,20,0
20,6,incongruent,1244.50793488833,0,-15
20,6,incongruent,1244.50793488833,0,-10
20,6,incongruent,880.000000000001,0,-5
20,4,incongruent,369.994422711635,0,0
20,4,incongruent,311.126983722081,0,5
20,3,incongruent,277.182630976873,0,10
20,4,incongruent,293.664767917408,0,15
20,4,fixed,293.664767917408,-20,0
20,4,fixed,293.664767917408,-15,0
20,4,fixed,293.664767917408,-10,0
20,3,fixed,293.664767917408,-5,0
20,4,fixed,293.664767917408,0,0
20,2,fixed,293.664767917408,5,0
20,4,fixed,293.664767917408,10,0
20,3,fixed,293.664767917408,15,0
20,3,fixed,293.664767917408,20,0
20,3,fixed,293.664767917408,0,-15
20,3,fixed,293.664767917408,0,-10
20,3,fixed,293.664767917408,0,-5
20,3,fixed,293.664767917408,0,0
20,4,fixed,293.664767917408,0,5
20,4,fixed,293.664767917408,0,10
20,4,fixed,293.664767917408,0,15
21,4,congruent,454.593999418035,-20,0
21,4,congruent,454.593999418035,-15,0
21,4,congruent,454.593999418035,-10,0
21,3,congruent,185.305916853689,-5,0
21,3,congruent,330.177607577543,0,0
21,5,congruent,270.303209272735,5,0
21,2,congruent,174.614115716502,10,0
21,4,congruent,225.898373346687,15,0
21,4,congruent,225.898373346687,20,0
21,1,congruent,95.2487323366731,0,-15
21,1,congruent,95.2487323366731,0,-10
21,3,congruent,134.702049069368,0,-5
21,5,congruent,330.177607577543,0,0
21,4,congruent,380.994929346692,0,5
21,5,congruent,440.734229549018,0,10
21,4,congruent,403.650066780848,0,15
21,3,incongruent,261.625565300599,-20,0
21,3,incongruent,261.625565300599,-15,0
21,3,incongruent,261.625565300599,-10,0
21,5,incongruent,659.255113825741,-5,0
21,4,incongruent,369.994422711635,0,0
21,3,incongruent,440.000000000001,5,0
21,6,incongruent,698.456462866009,10,0
21,5,incongruent,554.365261953745,15,0
21,5,incongruent,554.365261953745,20,0
21,6,incongruent,1244.50793488833,0,-15
21,6,incongruent,1244.50793488833,0,-10
21,6,incongruent,880.000000000001,0,-5
21,4,incongruent,369.994422711635,0,0
21,4,incongruent,311.126983722081,0,5
21,4,incongruent,277.182630976873,0,10
21,2,incongruent,293.664767917408,0,15
21,3,fixed,293.664767917408,-20,0
21,2,fixed,293.664767917408,-15,0
21,3,fixed,293.664767917408,-10,0
21,4,fixed,293.664767917408,-5,0
21,3,fixed,293.664767917408,0,0
21,3,fixed,293.664767917408,5,0
21,3,fixed,293.664767917408,10,0
21,2,fixed,293.664767917408,15,0
21,3,fixed,293.664767917408,20,0
21,2,fixed,293.664767917408,0,-15
21,3,fixed,293.664767917408,0,-10
21,4,fixed,293.664767917408,0,-5
21,3,fixed,293.664767917408,0,0
21,3,fixed,293.664767917408,0,5
21,3,fixed,293.664767917408,0,10
21,2,fixed,293.664767917408,0,15
22,4,congruent,454.593999418035,-20,0
22,5,congruent,454.593999418035,-15,0
22,4,congruent,454.593999418035,-10,0
22,6,congruent,185.305916853689,-5,0
22,4,congruent,330.177607577543,0,0
22,3,congruent,270.303209272735,5,0
22,2,congruent,174.614115716502,10,0
22,1,congruent,225.898373346687,15,0
22,2,congruent,225.898373346687,20,0
22,6,congruent,95.2487323366731,0,-15
22,5,congruent,95.2487323366731,0,-10
22,2,congruent,134.702049069368,0,-5
22,2,congruent,330.177607577543,0,0
22,3,congruent,380.994929346692,0,5
22,4,congruent,440.734229549018,0,10
22,5,congruent,403.650066780848,0,15
22,5,incongruent,261.625565300599,-20,0
22,6,incongruent,261.625565300599,-15,0
22,4,incongruent,261.625565300599,-10,0
22,5,incongruent,659.255113825741,-5,0
22,3,incongruent,369.994422711635,0,0
22,2,incongruent,440.000000000001,5,0
22,6,incongruent,698.456462866009,10,0
22,5,incongruent,554.365261953745,15,0
22,6,incongruent,554.365261953745,20,0
22,6,incongruent,1244.50793488833,0,-15
22,3,incongruent,1244.50793488833,0,-10
22,4,incongruent,880.000000000001,0,-5
22,3,incongruent,369.994422711635,0,0
22,4,incongruent,311.126983722081,0,5
22,3,incongruent,277.182630976873,0,10
22,4,incongruent,293.664767917408,0,15
22,4,fixed,293.664767917408,-20,0
22,6,fixed,293.664767917408,-15,0
22,6,fixed,293.664767917408,-10,0
22,5,fixed,293.664767917408,-5,0
22,3,fixed,293.664767917408,0,0
22,2,fixed,293.664767917408,5,0
22,3,fixed,293.664767917408,10,0
22,1,fixed,293.664767917408,15,0
22,2,fixed,293.664767917408,20,0
22,4,fixed,293.664767917408,0,-15
22,5,fixed,293.664767917408,0,-10
22,5,fixed,293.664767917408,0,-5
22,5,fixed,293.664767917408,0,0
22,3,fixed,293.664767917408,0,5
22,4,fixed,293.664767917408,0,10
22,4,fixed,293.664767917408,0,15
23,4,congruent,454.593999418035,-20,0
23,5,congruent,454.593999418035,-15,0
23,5,congruent,454.593999418035,-10,0
23,4,congruent,185.305916853689,-5,0
23,3,congruent,330.177607577543,0,0
23,2,congruent,270.303209272735,5,0
23,2,congruent,174.614115716502,10,0
23,2,congruent,225.898373346687,15,0
23,2,congruent,225.898373346687,20,0
23,4,congruent,95.2487323366731,0,-15
23,5,congruent,95.2487323366731,0,-10
23,4,congruent,134.702049069368,0,-5
23,3,congruent,330.177607577543,0,0
23,3,congruent,380.994929346692,0,5
23,4,congruent,440.734229549018,0,10
23,5,congruent,403.650066780848,0,15
23,5,incongruent,261.625565300599,-20,0
23,6,incongruent,261.625565300599,-15,0
23,4,incongruent,261.625565300599,-10,0
23,3,incongruent,659.255113825741,-5,0
23,2,incongruent,369.994422711635,0,0
23,1,incongruent,440.000000000001,5,0
23,2,incongruent,698.456462866009,10,0
23,2,incongruent,554.365261953745,15,0
23,1,incongruent,554.365261953745,20,0
23,1,incongruent,1244.50793488833,0,-15
23,1,incongruent,1244.50793488833,0,-10
23,1,incongruent,880.000000000001,0,-5
23,3,incongruent,369.994422711635,0,0
23,3,incongruent,311.126983722081,0,5
23,4,incongruent,277.182630976873,0,10
23,5,incongruent,293.664767917408,0,15
23,6,fixed,293.664767917408,-20,0
23,6,fixed,293.664767917408,-15,0
23,5,fixed,293.664767917408,-10,0
23,4,fixed,293.664767917408,-5,0
23,4,fixed,293.664767917408,0,0
23,3,fixed,293.664767917408,5,0
23,3,fixed,293.664767917408,10,0
23,3,fixed,293.664767917408,15,0
23,3,fixed,293.664767917408,20,0
23,4,fixed,293.664767917408,0,-15
23,4,fixed,293.664767917408,0,-10
23,4,fixed,293.664767917408,0,-5
23,4,fixed,293.664767917408,0,0
23,3,fixed,293.664767917408,0,5
23,4,fixed,293.664767917408,0,10
23,4,fixed,293.664767917408,0,15
24,5,congruent,454.593999418035,-20,0
24,5,congruent,454.593999418035,-15,0
24,5,congruent,454.593999418035,-10,0
24,2,congruent,185.305916853689,-5,0
24,2,congruent,330.177607577543,0,0
24,1,congruent,270.303209272735,5,0
24,1,congruent,174.614115716502,10,0
24,2,congruent,225.898373346687,15,0
24,1,congruent,225.898373346687,20,0
24,5,congruent,95.2487323366731,0,-15
24,4,congruent,95.2487323366731,0,-10
24,3,congruent,134.702049069368,0,-5
24,4,congruent,330.177607577543,0,0
24,3,congruent,380.994929346692,0,5
24,4,congruent,440.734229549018,0,10
24,5,congruent,403.650066780848,0,15
24,6,incongruent,261.625565300599,-20,0
24,5,incongruent,261.625565300599,-15,0
24,5,incongruent,261.625565300599,-10,0
24,4,incongruent,659.255113825741,-5,0
24,2,incongruent,369.994422711635,0,0
24,2,incongruent,440.000000000001,5,0
24,4,incongruent,698.456462866009,10,0
24,2,incongruent,554.365261953745,15,0
24,1,incongruent,554.365261953745,20,0
24,4,incongruent,1244.50793488833,0,-15
24,4,incongruent,1244.50793488833,0,-10
24,2,incongruent,880.000000000001,0,-5
24,2,incongruent,369.994422711635,0,0
24,2,incongruent,311.126983722081,0,5
24,4,incongruent,277.182630976873,0,10
24,3,incongruent,293.664767917408,0,15
24,6,fixed,293.664767917408,-20,0
24,6,fixed,293.664767917408,-15,0
24,6,fixed,293.664767917408,-10,0
24,5,fixed,293.664767917408,-5,0
24,4,fixed,293.664767917408,0,0
24,2,fixed,293.664767917408,5,0
24,2,fixed,293.664767917408,10,0
24,4,fixed,293.664767917408,15,0
24,2,fixed,293.664767917408,20,0
24,3,fixed,293.664767917408,0,-15
24,4,fixed,293.664767917408,0,-10
24,3,fixed,293.664767917408,0,-5
24,4,fixed,293.664767917408,0,0
24,4,fixed,293.664767917408,0,5
24,5,fixed,293.664767917408,0,10
24,5,fixed,293.664767917408,0,15
25,6,congruent,454.593999418035,-20,0
25,6,congruent,454.593999418035,-15,0
25,6,congruent,454.593999418035,-10,0
25,2,congruent,185.305916853689,-5,0
25,5,congruent,330.177607577543,0,0
25,4,congruent,270.303209272735,5,0
25,2,congruent,174.614115716502,10,0
25,1,congruent,225.898373346687,15,0
25,1,congruent,225.898373346687,20,0
25,2,congruent,95.2487323366731,0,-15
25,4,congruent,95.2487323366731,0,-10
25,2,congruent,134.702049069368,0,-5
25,2,congruent,330.177607577543,0,0
25,5,congruent,380.994929346692,0,5
25,5,congruent,440.734229549018,0,10
25,6,congruent,403.650066780848,0,15
25,6,incongruent,261.625565300599,-20,0
25,6,incongruent,261.625565300599,-15,0
25,6,incongruent,261.625565300599,-10,0
25,6,incongruent,659.255113825741,-5,0
25,3,incongruent,369.994422711635,0,0
25,4,incongruent,440.000000000001,5,0
25,6,incongruent,698.456462866009,10,0
25,5,incongruent,554.365261953745,15,0
25,6,incongruent,554.365261953745,20,0
25,6,incongruent,1244.50793488833,0,-15
25,6,incongruent,1244.50793488833,0,-10
25,6,incongruent,880.000000000001,0,-5
25,5,incongruent,369.994422711635,0,0
25,2,incongruent,311.126983722081,0,5
25,2,incongruent,277.182630976873,0,10
25,5,incongruent,293.664767917408,0,15
25,4,fixed,293.664767917408,-20,0
25,5,fixed,293.664767917408,-15,0
25,4,fixed,293.664767917408,-10,0
25,4,fixed,293.664767917408,-5,0
25,3,fixed,293.664767917408,0,0
25,2,fixed,293.664767917408,5,0
25,2,fixed,293.664767917408,10,0
25,2,fixed,293.664767917408,15,0
25,4,fixed,293.664767917408,20,0
25,3,fixed,293.664767917408,0,-15
25,4,fixed,293.664767917408,0,-10
25,3,fixed,293.664767917408,0,-5
25,4,fixed,293.664767917408,0,0
25,3,fixed,293.664767917408,0,5
25,3,fixed,293.664767917408,0,10
25,5,fixed,293.664767917408,0,15
26,5,congruent,454.593999418035,-20,0
26,5,congruent,454.593999418035,-15,0
26,5,congruent,454.593999418035,-10,0
26,4,congruent,185.305916853689,-5,0
26,3,congruent,330.177607577543,0,0
26,2,congruent,270.303209272735,5,0
26,3,congruent,174.614115716502,10,0
26,1,congruent,225.898373346687,15,0
26,2,congruent,225.898373346687,20,0
26,5,congruent,95.2487323366731,0,-15
26,5,congruent,95.2487323366731,0,-10
26,2,congruent,134.702049069368,0,-5
26,4,congruent,330.177607577543,0,0
26,3,congruent,380.994929346692,0,5
26,5,congruent,440.734229549018,0,10
26,6,congruent,403.650066780848,0,15
26,5,incongruent,261.625565300599,-20,0
26,5,incongruent,261.625565300599,-15,0
26,6,incongruent,261.625565300599,-10,0
26,4,incongruent,659.255113825741,-5,0
26,3,incongruent,369.994422711635,0,0
26,3,incongruent,440.000000000001,5,0
26,4,incongruent,698.456462866009,10,0
26,4,incongruent,554.365261953745,15,0
26,4,incongruent,554.365261953745,20,0
26,4,incongruent,1244.50793488833,0,-15
26,5,incongruent,1244.50793488833,0,-10
26,4,incongruent,880.000000000001,0,-5
26,4,incongruent,369.994422711635,0,0
26,5,incongruent,311.126983722081,0,5
26,4,incongruent,277.182630976873,0,10
26,4,incongruent,293.664767917408,0,15
26,3,fixed,293.664767917408,-20,0
26,5,fixed,293.664767917408,-15,0
26,4,fixed,293.664767917408,-10,0
26,3,fixed,293.664767917408,-5,0
26,3,fixed,293.664767917408,0,0
26,2,fixed,293.664767917408,5,0
26,1,fixed,293.664767917408,10,0
26,2,fixed,293.664767917408,15,0
26,2,fixed,293.664767917408,20,0
26,3,fixed,293.664767917408,0,-15
26,3,fixed,293.664767917408,0,-10
26,3,fixed,293.664767917408,0,-5
26,2,fixed,293.664767917408,0,0
26,3,fixed,293.664767917408,0,5
26,4,fixed,293.664767917408,0,10
26,4,fixed,293.664767917408,0,15
27,3.5,congruent,454.593999418035,-20,0
27,4.75,congruent,454.593999418035,-15,0
27,4.75,congruent,454.593999418035,-10,0
27,3.5,congruent,185.305916853689,-5,0
27,4.75,congruent,330.177607577543,0,0
27,4.75,congruent,270.303209272735,5,0
27,2.25,congruent,174.614115716502,10,0
27,2.25,congruent,225.898373346687,15,0
27,1,congruent,225.898373346687,20,0
27,1,congruent,95.2487323366731,0,-15
27,3.5,congruent,95.2487323366731,0,-10
27,3.5,congruent,134.702049069368,0,-5
27,4.75,congruent,330.177607577543,0,0
27,3.5,congruent,380.994929346692,0,5
27,4.75,congruent,440.734229549018,0,10
27,3.5,congruent,403.650066780848,0,15
27,3.5,incongruent,261.625565300599,-20,0
27,3.5,incongruent,261.625565300599,-15,0
27,3.5,incongruent,261.625565300599,-10,0
27,3.5,incongruent,659.255113825741,-5,0
27,2.25,incongruent,369.994422711635,0,0
27,6,incongruent,440.000000000001,5,0
27,4.75,incongruent,698.456462866009,10,0
27,4.75,incongruent,554.365261953745,15,0
27,4.75,incongruent,554.365261953745,20,0
27,6,incongruent,1244.50793488833,0,-15
27,6,incongruent,1244.50793488833,0,-10
27,4.75,incongruent,880.000000000001,0,-5
27,2.25,incongruent,369.994422711635,0,0
27,3.5,incongruent,311.126983722081,0,5
27,3.5,incongruent,277.182630976873,0,10
27,1,incongruent,293.664767917408,0,15
27,3.5,fixed,293.664767917408,-20,0
27,3.5,fixed,293.664767917408,-15,0
27,2.25,fixed,293.664767917408,-10,0
27,2.25,fixed,293.664767917408,-5,0
27,3.5,fixed,293.664767917408,0,0
27,1,fixed,293.664767917408,5,0
27,1,fixed,293.664767917408,10,0
27,2.25,fixed,293.664767917408,15,0
27,1,fixed,293.664767917408,20,0
27,2.25,fixed,293.664767917408,0,-15
27,2.25,fixed,293.664767917408,0,-10
27,2.25,fixed,293.664767917408,0,-5
27,1,fixed,293.664767917408,0,0
27,3.5,fixed,293.664767917408,0,5
27,2.25,fixed,293.664767917408,0,10
27,3.5,fixed,293.664767917408,0,15
28,4,congruent,454.593999418035,-20,0
28,4,congruent,454.593999418035,-15,0
28,5,congruent,454.593999418035,-10,0
28,2,congruent,185.305916853689,-5,0
28,3,congruent,330.177607577543,0,0
28,3,congruent,270.303209272735,5,0
28,1,congruent,174.614115716502,10,0
28,2,congruent,225.898373346687,15,0
28,2,congruent,225.898373346687,20,0
28,3,congruent,95.2487323366731,0,-15
28,3,congruent,95.2487323366731,0,-10
28,2,congruent,134.702049069368,0,-5
28,4,congruent,330.177607577543,0,0
28,3,congruent,380.994929346692,0,5
28,5,congruent,440.734229549018,0,10
28,4,congruent,403.650066780848,0,15
28,4,incongruent,261.625565300599,-20,0
28,4,incongruent,261.625565300599,-15,0
28,4,incongruent,261.625565300599,-10,0
28,5,incongruent,659.255113825741,-5,0
28,3,incongruent,369.994422711635,0,0
28,3,incongruent,440.000000000001,5,0
